["port 1",""]
["port 2",""]
["port 3",""]
["port 4",""]
("port 1","mode 1",1,"port 1",1,"transmission")
(101, 3)
1.8737028625000000e+14 5.7256397245444467e-05 -1.0167033674220682e-01
1.8749519977416666e+14 1.0612697669177246e-04 -2.9594570105318552e-01
1.8762011329833334e+14 1.5688315269720885e-04 -3.0567873583377264e-01
1.8774502682250000e+14 2.0694561407735403e-04 -2.6497861615731394e-01
1.8786994034666666e+14 2.5556716189044761e-04 -2.0349258390541081e-01
1.8799485387083334e+14 3.0228822344605366e-04 -1.3091935122113571e-01
1.8811976739500000e+14 3.4668150573346151e-04 -5.1170238387744468e-02
1.8824468091916666e+14 3.8828272443114863e-04 3.3977265259402901e-02
1.8836959444333334e+14 4.2657094908628718e-04 1.2365182869179181e-01
1.8849450796750000e+14 4.6097024513086672e-04 2.1739982448282394e-01
1.8861942149166666e+14 4.9086369585622921e-04 3.1496941913850068e-01
1.8874433501583334e+14 5.1688104704151290e-04 4.1516132988633953e-01
1.8886924854000000e+14 5.3700348219927973e-04 5.1852471484628104e-01
1.8899416206416666e+14 5.5059272195728121e-04 6.2501390918828847e-01
1.8911907558833334e+14 5.5707551352142414e-04 7.3460137104934775e-01
1.8924398911250000e+14 5.5597279670315533e-04 8.4728784201434304e-01
1.8936890263666666e+14 5.4692601398562352e-04 9.6312051659768716e-01
1.8949381616083334e+14 5.2971953548925017e-04 1.0822219196691947e+00
1.8961872968500000e+14 5.0429859404031632e-04 1.2048367396326081e+00
1.8974364320916666e+14 4.7078263678101121e-04 1.3314125092740494e+00
1.8986855673333334e+14 4.2947476328511101e-04 1.4627494007936310e+00
1.8999347025750000e+14 3.8084632059636592e-04 1.5968369862959226e+00
1.9011838378166666e+14 3.2523857028242647e-04 1.7388541088047935e+00
1.9024329730583334e+14 2.6354737538629273e-04 1.8940664344836582e+00
1.9036821083000000e+14 1.9699973372330358e-04 2.0756725890482874e+00
1.9049312435416666e+14 1.2764915838652329e-04 2.3270209451139992e+00
1.9061803787833334e+14 6.2469860099310175e-05 2.8797959539530291e+00
1.9074295140250000e+14 5.4648008649009517e-05 4.4426654945560271e+00
1.9086786492666666e+14 1.1891791709120249e-04 5.1227811729348982e+00
1.9099277845083334e+14 1.9271586210334456e-04 5.3992865123521314e+00
1.9111769197500000e+14 2.6631559318690204e-04 5.5926698184880959e+00
1.9124260549916666e+14 3.3823956070239321e-04 5.7595101789279415e+00
1.9136751902333334e+14 4.0596040835634393e-04 5.9121180206999826e+00
1.9149243254750000e+14 4.6808244605266299e-04 6.0572395702094450e+00
1.9161734607166666e+14 5.2340346384169398e-04 6.1980061969192866e+00
1.9174225959583334e+14 5.7088646286500224e-04 6.3360614342522013e+00
1.9186717312000000e+14 6.0966065238079298e-04 6.4723497593807657e+00
1.9199208664416666e+14 6.3902964976116571e-04 6.6074559423812369e+00
1.9211700016833334e+14 6.5847999038496068e-04 6.7417686622063959e+00
1.9224191369250000e+14 6.6768739672342606e-04 6.8755675853896392e+00
1.9236682721666666e+14 6.6651977636348096e-04 7.0090748039220347e+00
1.9249174074083334e+14 6.5583755278356679e-04 7.1410999443628187e+00
1.9261665426500000e+14 6.3483158250887814e-04 7.2728346090120590e+00
1.9274156778916666e+14 6.0389138220855187e-04 7.4044786545289982e+00
1.9286648131333334e+14 5.6358302040992959e-04 7.5362741516469338e+00
1.9299139483750000e+14 5.1463541910050413e-04 7.6685550494487309e+00
1.9311630836166666e+14 4.5792422353904943e-04 7.8018368677001479e+00
1.9324122188583331e+14 3.9445431840081350e-04 7.9370034489237877e+00
1.9336613541000000e+14 3.2534328658829250e-04 8.0757543849950242e+00
1.9349104893416666e+14 2.5181257831354958e-04 8.2218812322476165e+00
1.9361596245833331e+14 1.7521557351505968e-04 8.3859723043048184e+00
1.9374087598250000e+14 9.6526993004567046e-05 8.6039106122090754e+00
1.9386578950666666e+14 2.4198947664937982e-05 9.4804837799985293e+00
1.9399070303083331e+14 6.9242398753686495e-05 1.1495934666169653e+01
1.9411561655500000e+14 1.4631865256222251e-04 1.1773208398736296e+01
1.9424053007916666e+14 2.2164558832099668e-04 1.1941896055881003e+01
1.9436544360333331e+14 2.9322616074317631e-04 1.2085632694828348e+01
1.9449035712750000e+14 3.5984435811960190e-04 1.2219492823883735e+01
1.9461527065166666e+14 4.2048920938808556e-04 1.2348251091159915e+01
1.9474018417583331e+14 4.7429257726384883e-04 1.2473883153688666e+01
1.9486509770000000e+14 5.2052174451974091e-04 1.2597342837572945e+01
1.9499001122416666e+14 5.5968375940967203e-04 1.2718845662723046e+01
1.9511492474833331e+14 5.9016823130899471e-04 1.2838538577029498e+01
1.9523983827250000e+14 6.1161863237191424e-04 1.2956620914340867e+01
1.9536475179666666e+14 6.2382585522370744e-04 1.3073171486817762e+01
1.9548966532083331e+14 6.2672765028339255e-04 1.3188175267353904e+01
1.9561457884500000e+14 6.2040644804745655e-04 1.3301529256177396e+01
1.9573949236916666e+14 6.0508575015585171e-04 1.3413032130748880e+01
1.9586440589333331e+14 5.8112542247460168e-04 1.3522356143907702e+01
1.9598931941750000e+14 5.4901643380912224e-04 1.3628993464734528e+01
1.9611423294166666e+14 5.0937598466598857e-04 1.3732159009370781e+01
1.9623914646583331e+14 4.6327456515748918e-04 1.3828419972742859e+01
1.9636405999000000e+14 4.1106478104130975e-04 1.3917234972301330e+01
1.9648897351416666e+14 3.5378905869986292e-04 1.3994678448124672e+01
1.9661388703833331e+14 2.9273162571223079e-04 1.4053269584621871e+01
1.9673880056250000e+14 2.2964633139047560e-04 1.4077124030512161e+01
1.9686371408666666e+14 1.6752375015439719e-04 1.4027563928847382e+01
1.9698862761083331e+14 1.1361709959198000e-04 1.3799864205351023e+01
1.9711354113500000e+14 8.8995420841531082e-05 1.3228266769145240e+01
1.9723845465916666e+14 1.1459094877379531e-04 1.2670189801541003e+01
1.9736336818333331e+14 1.6723502557233525e-04 1.2452679479864409e+01
1.9748828170750000e+14 2.2748972544539588e-04 1.2406088487086461e+01
1.9761319523166666e+14 2.8749183590296622e-04 1.2428806602440478e+01
1.9773810875583331e+14 3.4447475774803516e-04 1.2483655482497143e+01
1.9786302228000000e+14 3.9686870028721264e-04 1.2555346603572369e+01
1.9798793580416666e+14 4.4358160233306263e-04 1.2636604012305293e+01
1.9811284932833331e+14 4.8378528461358414e-04 1.2723522198213825e+01
1.9823776285250000e+14 5.1684264282121509e-04 1.2813780185709616e+01
1.9836267637666666e+14 5.4228120303791280e-04 1.2905861997743626e+01
1.9848758990083331e+14 5.5978350496708172e-04 1.2998676816565835e+01
1.9861250342500000e+14 5.6918368783767420e-04 1.3091352847110070e+01
1.9873741694916666e+14 5.7126806202599588e-04 1.3182127228064481e+01
1.9886233047333331e+14 5.6526221324857437e-04 1.3270933363843943e+01
1.9898724399750000e+14 5.5143560638088005e-04 1.3356879900776937e+01
1.9911215752166666e+14 5.3021284876914184e-04 1.3438876184999151e+01
1.9923707104583331e+14 5.0217785823639658e-04 1.3515498510219507e+01
1.9936198457000000e+14 4.6808439732123468e-04 1.3584789830920228e+01
1.9948689809416666e+14 4.2887980355082816e-04 1.3643941786960582e+01
1.9961181161833331e+14 3.8575499985565940e-04 1.3688774574257652e+01
1.9973672514250000e+14 3.4024615235597646e-04 1.3712889057596337e+01
1.9986163866666666e+14 2.9443547941704757e-04 1.3706389484647737e+01
("port 1","mode 1",1,"port 2",1,"transmission")
(101, 3)
1.8737028625000000e+14 3.5230306078092577e-03 2.1835308045518609e+00
1.8749519977416666e+14 3.4549602049700825e-03 2.6353825412959213e+00
1.8762011329833334e+14 3.3280571512683734e-03 3.0875047470430266e+00
1.8774502682250000e+14 3.1453394368175310e-03 3.5404284022016226e+00
1.8786994034666666e+14 2.9112542576447834e-03 3.9948627813956117e+00
1.8799485387083334e+14 2.6315726447667257e-03 4.4518478610063639e+00
1.8811976739500000e+14 2.3132782935122386e-03 4.9130470193684328e+00
1.8824468091916666e+14 1.9644888716964363e-03 5.3813697348447977e+00
1.8836959444333334e+14 1.5945064703641117e-03 5.8624638690770787e+00
1.8849450796750000e+14 1.2143113156429331e-03 6.3688850938240131e+00
1.8861942149166666e+14 8.3884891443926281e-04 6.9344467995806500e+00
1.8874433501583334e+14 4.9931568760891269e-04 7.6779900504603908e+00
1.8886924854000000e+14 3.1916395829808235e-04 8.9774888659717824e+00
1.8899416206416666e+14 4.7406267859109475e-04 1.0266228813292800e+01
1.8911907558833334e+14 7.4773304478601256e-04 1.1001610889736437e+01
1.8924398911250000e+14 1.0151993545845217e-03 1.1559592567871473e+01
1.8936890263666666e+14 1.2480123808111363e-03 1.2056433607343759e+01
1.8949381616083334e+14 1.4350203029663863e-03 1.2525072510228211e+01
1.8961872968500000e+14 1.5700203739612119e-03 1.2977394739600197e+01
1.8974364320916666e+14 1.6494097564778041e-03 1.3418224013739502e+01
1.8986855673333334e+14 1.6716170895424323e-03 1.3849283245544504e+01
1.8999347025750000e+14 1.6369828271037663e-03 1.4270417943312683e+01
1.9011838378166666e+14 1.5478258810702487e-03 1.4679698138411577e+01
1.9024329730583334e+14 1.4086481864155943e-03 1.5072733051239974e+01
1.9036821083000000e+14 1.2267394484598215e-03 1.5440618349247128e+01
1.9049312435416666e+14 1.0138342127764253e-03 1.5764782617298625e+01
1.9061803787833334e+14 7.9114309738753446e-04 1.6004258699163415e+01
1.9074295140250000e+14 6.0465202063837394e-04 1.6075423226035547e+01
1.9086786492666666e+14 5.4729933862935492e-04 1.5933349020750352e+01
1.9099277845083334e+14 6.7826016406946437e-04 1.5841169113505384e+01
1.9111769197500000e+14 9.2475883909983716e-04 1.5970006795775284e+01
1.9124260549916666e+14 1.2113981942331621e-03 1.6236603951392841e+01
1.9136751902333334e+14 1.5017852886194704e-03 1.6570610923617672e+01
1.9149243254750000e+14 1.7768499607517206e-03 1.6939369917290360e+01
